a,curr,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
947,IND,Utah Jazz,W,125,113,15,25,W 1
948,IND,Boston Celtics,L,98,101,15,26,L 1
949,IND,Boston Celtics,L,100,119,15,27,L 2
950,IND,Phoenix Suns,L,94,112,15,28,L 3
951,IND,Los Angeles Clippers,L,133,139,15,29,L 4
952,IND,Los Angeles Lakers,W,111,104,16,29,W 1
953,IND,Golden State Warriors,W,121,117,17,29,W 2
954,IND,Phoenix Suns,L,103,113,17,30,L 1
955,IND,New Orleans Pelicans,L,113,117,17,31,L 2
956,IND,Charlotte Hornets,L,126,158,17,32,L 3
957,IND,Oklahoma City Thunder,W,113,110,18,32,W 1
958,IND,Dallas Mavericks,L,105,132,18,33,L 1
959,IND,Los Angeles Clippers,W,122,116,19,33,W 1
960,IND,Orlando Magic,L,118,119,19,34,L 1
961,IND,Chicago Bulls,L,115,122,19,35,L 2
962,IND,Cleveland Cavaliers,L,85,98,19,36,L 3
963,IND,Atlanta Hawks,L,112,133,19,37,L 4
964,IND,Cleveland Cavaliers,L,113,120,19,38,L 5
965,IND,Minnesota Timberwolves,L,120,129,19,39,L 6
966,IND,Milwaukee Bucks,L,119,128,19,40,L 7
967,IND,Washington Wizards,W,113,108,20,40,W 1
968,IND,Oklahoma City Thunder,L,125,129,20,41,L 1
969,IND,Boston Celtics,W,128,107,21,41,W 1
970,IND,Orlando Magic,L,103,119,21,42,L 1
971,IND,Orlando Magic,W,122,114,22,42,W 1
972,IND,Detroit Pistons,L,106,111,22,43,L 1
973,IND,Washington Wizards,L,123,133,22,44,L 2
974,IND,Cleveland Cavaliers,L,124,127,22,45,L 3
975,IND,San Antonio Spurs,W,119,108,23,45,W 1
976,IND,Atlanta Hawks,L,128,131,23,46,L 1
977,IND,Memphis Grizzlies,L,102,135,23,47,L 2
978,IND,Houston Rockets,W,121,118,24,47,W 1
979,IND,Portland Trail Blazers,W,129,98,25,47,W 2
980,IND,Sacramento Kings,L,109,110,25,48,L 1
981,IND,Memphis Grizzlies,L,103,133,25,49,L 2
982,IND,Toronto Raptors,L,91,131,25,50,L 3
983,IND,Atlanta Hawks,L,123,132,25,51,L 4
984,IND,Denver Nuggets,L,118,125,25,52,L 5
985,IND,Boston Celtics,L,123,128,25,53,L 6
986,IND,Detroit Pistons,L,117,121,25,54,L 7
987,IND,Philadelphia 76ers,L,122,131,25,55,L 8
988,IND,Philadelphia 76ers,L,120,133,25,56,L 9
989,IND,Brooklyn Nets,L,126,134,25,57,L 10
990,LAC,Golden State Warriors,L,113,115,0,1,L 1
991,LAC,Memphis Grizzlies,L,114,120,0,2,L 2
992,LAC,Portland Trail Blazers,W,116,86,1,2,W 1
993,LAC,Cleveland Cavaliers,L,79,92,1,3,L 1
994,LAC,Portland Trail Blazers,L,92,111,1,4,L 2
995,LAC,Oklahoma City Thunder,W,99,94,2,4,W 1
996,LAC,Minnesota Timberwolves,W,126,115,3,4,W 2
997,LAC,Minnesota Timberwolves,W,104,84,4,4,W 3
998,LAC,Charlotte Hornets,W,120,106,5,4,W 4
999,LAC,Portland Trail Blazers,W,117,109,6,4,W 5
1000,LAC,Miami Heat,W,112,109,7,4,W 6
1001,LAC,Minnesota Timberwolves,W,129,102,8,4,W 7
1002,LAC,Chicago Bulls,L,90,100,8,5,L 1
1003,LAC,San Antonio Spurs,W,106,92,9,5,W 1
1004,LAC,Memphis Grizzlies,L,108,120,9,6,L 1
1005,LAC,New Orleans Pelicans,L,81,94,9,7,L 2
1006,LAC,Dallas Mavericks,W,97,91,10,7,W 1
1007,LAC,Dallas Mavericks,L,104,112,10,8,L 1
1008,LAC,Detroit Pistons,W,107,96,11,8,W 1
1009,LAC,Golden State Warriors,L,90,105,11,9,L 1
1010,LAC,New Orleans Pelicans,L,104,123,11,10,L 2
1011,LAC,Sacramento Kings,L,115,124,11,11,L 3
1012,LAC,Los Angeles Lakers,W,119,115,12,11,W 1
1013,LAC,Sacramento Kings,L,99,104,12,12,L 1
1014,LAC,Portland Trail Blazers,W,102,90,13,12,W 1
1015,LAC,Boston Celtics,W,114,111,14,12,W 2
1016,LAC,Orlando Magic,W,106,104,15,12,W 3
1017,LAC,Phoenix Suns,W,111,95,16,12,W 4
1018,LAC,Utah Jazz,L,103,124,16,13,L 1
1019,LAC,Oklahoma City Thunder,L,103,104,16,14,L 2
1020,LAC,San Antonio Spurs,L,92,116,16,15,L 3
1021,LAC,Sacramento Kings,W,105,89,17,15,W 1
1022,LAC,Denver Nuggets,L,100,103,17,16,L 1
1023,LAC,Brooklyn Nets,L,108,124,17,17,L 2
1024,LAC,Boston Celtics,W,91,82,18,17,W 1
1025,LAC,Toronto Raptors,L,108,116,18,18,L 1
1026,LAC,Brooklyn Nets,W,120,116,19,18,W 1
1027,LAC,Minnesota Timberwolves,L,104,122,19,19,L 1
1028,LAC,Phoenix Suns,L,89,106,19,20,L 2
1029,LAC,Memphis Grizzlies,L,108,123,19,21,L 3
1030,LAC,Atlanta Hawks,W,106,93,20,21,W 1
1031,LAC,Denver Nuggets,W,87,85,21,21,W 2
1032,LAC,New Orleans Pelicans,L,89,113,21,22,L 1
1033,LAC,San Antonio Spurs,L,94,101,21,23,L 2
1034,LAC,Indiana Pacers,W,139,133,22,23,W 1
1035,LAC,Denver Nuggets,L,128,130,22,24,L 1
1036,LAC,Philadelphia 76ers,W,102,101,23,24,W 1
1037,LAC,New York Knicks,L,102,110,23,25,L 1
1038,LAC,Washington Wizards,W,116,115,24,25,W 1
1039,LAC,Orlando Magic,W,111,102,25,25,W 2
1040,LAC,Miami Heat,L,114,121,25,26,L 1
1041,LAC,Charlotte Hornets,W,115,90,26,26,W 1
1042,LAC,Indiana Pacers,L,116,122,26,27,L 1
1043,LAC,Los Angeles Lakers,W,111,110,27,27,W 1
1044,LAC,Milwaukee Bucks,L,113,137,27,28,L 1
1045,LAC,Memphis Grizzlies,L,109,135,27,29,L 2
1046,LAC,Dallas Mavericks,L,105,112,27,30,L 3
1047,LAC,Dallas Mavericks,W,99,97,28,30,W 1
1048,LAC,Golden State Warriors,W,119,104,29,30,W 2
1049,LAC,Phoenix Suns,L,96,103,29,31,L 1
1050,LAC,Houston Rockets,W,142,111,30,31,W 1
1051,LAC,Los Angeles Lakers,W,105,102,31,31,W 2
1052,LAC,Houston Rockets,W,99,98,32,31,W 3
1053,LAC,Houston Rockets,W,113,100,33,31,W 4
1054,LAC,Los Angeles Lakers,W,132,111,34,31,W 5
1055,LAC,New York Knicks,L,93,116,34,32,L 1
1056,LAC,Golden State Warriors,L,97,112,34,33,L 2
1057,LAC,Washington Wizards,W,115,109,35,33,W 1
1058,LAC,Atlanta Hawks,L,106,112,35,34,L 1
1059,LAC,Detroit Pistons,W,106,102,36,34,W 1
1060,LAC,Cleveland Cavaliers,L,111,120,36,35,L 1
1061,LAC,Toronto Raptors,L,100,103,36,36,L 2
1062,LAC,Utah Jazz,L,92,121,36,37,L 3
1063,LAC,Denver Nuggets,L,115,127,36,38,L 4
1064,LAC,Philadelphia 76ers,L,97,122,36,39,L 5
1065,LAC,Utah Jazz,W,121,115,37,39,W 1
1066,LAC,Chicago Bulls,L,130,135,37,40,L 1
1067,LAC,Milwaukee Bucks,W,153,119,38,40,W 1
1068,LAC,New Orleans Pelicans,W,119,100,39,40,W 2
1069,LAC,Phoenix Suns,W,113,109,40,40,W 3
1070,LAC,Sacramento Kings,W,117,98,41,40,W 4
1071,LAC,Oklahoma City Thunder,W,138,88,42,40,W 5
1072,LAC,Minnesota Timberwolves,L,104,109,42,41,L 1
1073,LAC,New Orleans Pelicans,L,101,105,42,42,L 2
1074,LAL,Golden State Warriors,L,114,121,0,1,L 1
1075,LAL,Phoenix Suns,L,105,115,0,2,L 2
1076,LAL,Memphis Grizzlies,W,121,118,1,2,W 1
1077,LAL,San Antonio Spurs,W,125,121,2,2,W 2
1078,LAL,Oklahoma City Thunder,L,115,123,2,3,L 1
1079,LAL,Cleveland Cavaliers,W,113,101,3,3,W 1
1080,LAL,Houston Rockets,W,95,85,4,3,W 2
1081,LAL,Houston Rockets,W,119,117,5,3,W 3
1082,LAL,Oklahoma City Thunder,L,104,107,5,4,L 1
1083,LAL,Portland Trail Blazers,L,90,105,5,5,L 2
1084,LAL,Charlotte Hornets,W,126,123,6,5,W 1
1085,LAL,Miami Heat,W,120,117,7,5,W 2
1086,LAL,Minnesota Timberwolves,L,83,107,7,6,L 1
1087,LAL,San Antonio Spurs,W,114,106,8,6,W 1
1088,LAL,Chicago Bulls,L,103,121,8,7,L 1
1089,LAL,Milwaukee Bucks,L,102,109,8,8,L 2
1090,LAL,Boston Celtics,L,108,130,8,9,L 3
1091,LAL,Detroit Pistons,W,121,116,9,9,W 1
1092,LAL,New York Knicks,L,100,106,9,10,L 1
1093,LAL,Indiana Pacers,W,124,116,10,10,W 1
1094,LAL,Sacramento Kings,L,137,141,10,11,L 1
1095,LAL,Detroit Pistons,W,110,106,11,11,W 1
1096,LAL,Sacramento Kings,W,117,92,12,11,W 2
1097,LAL,Los Angeles Clippers,L,115,119,12,12,L 1
1098,LAL,Boston Celtics,W,117,102,13,12,W 1
1099,LAL,Memphis Grizzlies,L,95,108,13,13,L 1
1100,LAL,Oklahoma City Thunder,W,116,95,14,13,W 1
1101,LAL,Orlando Magic,W,106,94,15,13,W 2
1102,LAL,Dallas Mavericks,W,107,104,16,13,W 3
1103,LAL,Minnesota Timberwolves,L,92,110,16,14,L 1
1104,LAL,Chicago Bulls,L,110,115,16,15,L 2
1105,LAL,Phoenix Suns,L,90,108,16,16,L 3
1106,LAL,San Antonio Spurs,L,110,138,16,17,L 4
1107,LAL,Brooklyn Nets,L,115,122,16,18,L 5
1108,LAL,Houston Rockets,W,132,123,17,18,W 1
1109,LAL,Memphis Grizzlies,L,99,104,17,19,L 1
1110,LAL,Portland Trail Blazers,W,139,106,18,19,W 1
1111,LAL,Minnesota Timberwolves,W,108,103,19,19,W 2
1112,LAL,Sacramento Kings,W,122,114,20,19,W 3
1113,LAL,Atlanta Hawks,W,134,118,21,19,W 4
1114,LAL,Memphis Grizzlies,L,119,127,21,20,L 1
1115,LAL,Sacramento Kings,L,116,125,21,21,L 2
1116,LAL,Denver Nuggets,L,96,133,21,22,L 3
1117,LAL,Utah Jazz,W,101,95,22,22,W 1
1118,LAL,Indiana Pacers,L,104,111,22,23,L 1
1119,LAL,Orlando Magic,W,116,105,23,23,W 1
1120,LAL,Miami Heat,L,107,113,23,24,L 1
1121,LAL,Brooklyn Nets,W,106,96,24,24,W 1
1122,LAL,Philadelphia 76ers,L,87,105,24,25,L 1
1123,LAL,Charlotte Hornets,L,114,117,24,26,L 2
1124,LAL,Atlanta Hawks,L,121,129,24,27,L 3
1125,LAL,Portland Trail Blazers,W,99,94,25,27,W 1
1126,LAL,Los Angeles Clippers,L,110,111,25,28,L 1
1127,LAL,New York Knicks,W,122,115,26,28,W 1
1128,LAL,Milwaukee Bucks,L,116,131,26,29,L 1
1129,LAL,Portland Trail Blazers,L,105,107,26,30,L 2
1130,LAL,Golden State Warriors,L,115,117,26,31,L 3
1131,LAL,Utah Jazz,W,106,101,27,31,W 1
1132,LAL,Los Angeles Clippers,L,102,105,27,32,L 1
1133,LAL,New Orleans Pelicans,L,95,123,27,33,L 2
1134,LAL,Dallas Mavericks,L,104,109,27,34,L 3
1135,LAL,Los Angeles Clippers,L,111,132,27,35,L 4
1136,LAL,Golden State Warriors,W,124,116,28,35,W 1
1137,LAL,San Antonio Spurs,L,110,117,28,36,L 1
1138,LAL,Houston Rockets,L,130,139,28,37,L 2
1139,LAL,Washington Wizards,W,122,109,29,37,W 1
1140,LAL,Phoenix Suns,L,111,140,29,38,L 1
1141,LAL,Toronto Raptors,L,103,114,29,39,L 2
1142,LAL,Minnesota Timberwolves,L,104,124,29,40,L 3
1143,LAL,Toronto Raptors,W,128,123,30,40,W 1
1144,LAL,Washington Wizards,L,119,127,30,41,L 1
1145,LAL,Cleveland Cavaliers,W,131,120,31,41,W 1
1146,LAL,Philadelphia 76ers,L,121,126,31,42,L 1
1147,LAL,New Orleans Pelicans,L,108,116,31,43,L 2
1148,LAL,Dallas Mavericks,L,110,128,31,44,L 3
1149,LAL,Utah Jazz,L,109,122,31,45,L 4
1150,LAL,New Orleans Pelicans,L,111,114,31,46,L 5
1151,LAL,Denver Nuggets,L,118,129,31,47,L 6
1152,LAL,Phoenix Suns,L,110,121,31,48,L 7
1153,LAL,Golden State Warriors,L,112,128,31,49,L 8
1154,LAL,Oklahoma City Thunder,W,120,101,32,49,W 1
1155,LAL,Denver Nuggets,W,146,141,33,49,W 2
1156,MEM,Cleveland Cavaliers,W,132,121,1,0,W 1
1157,MEM,Los Angeles Clippers,W,120,114,2,0,W 2
1158,MEM,Los Angeles Lakers,L,118,121,2,1,L 1
1159,MEM,Portland Trail Blazers,L,96,116,2,2,L 2
1160,MEM,Golden State Warriors,W,104,101,3,2,W 1
1161,MEM,Miami Heat,L,103,129,3,3,L 1
1162,MEM,Denver Nuggets,W,106,97,4,3,W 1
1163,MEM,Denver Nuggets,W,108,106,5,3,W 2
1164,MEM,Washington Wizards,L,87,115,5,4,L 1
1165,MEM,Minnesota Timberwolves,W,125,118,6,4,W 1
1166,MEM,Charlotte Hornets,L,108,118,6,5,L 1
1167,MEM,Phoenix Suns,L,94,119,6,6,L 2
1168,MEM,New Orleans Pelicans,L,101,112,6,7,L 3
1169,MEM,Houston Rockets,W,136,102,7,7,W 1
1170,MEM,Los Angeles Clippers,W,120,108,8,7,W 2
1171,MEM,Minnesota Timberwolves,L,95,138,8,8,L 1
1172,MEM,Utah Jazz,W,119,118,9,8,W 1
1173,MEM,Toronto Raptors,L,113,126,9,9,L 1
1174,MEM,Atlanta Hawks,L,100,132,9,10,L 2
1175,MEM,Sacramento Kings,W,128,101,10,10,W 1
1176,MEM,Toronto Raptors,W,98,91,11,10,W 2
1177,MEM,Oklahoma City Thunder,W,152,79,12,10,W 3
1178,MEM,Dallas Mavericks,W,97,90,13,10,W 4
1179,MEM,Miami Heat,W,105,90,14,10,W 5
1180,MEM,Dallas Mavericks,L,96,104,14,11,L 1
1181,MEM,Los Angeles Lakers,W,108,95,15,11,W 1
1182,MEM,Houston Rockets,W,113,106,16,11,W 2
1183,MEM,Philadelphia 76ers,W,126,91,17,11,W 3
1184,MEM,Portland Trail Blazers,W,113,103,18,11,W 4
1185,MEM,Sacramento Kings,W,124,105,19,11,W 5
1186,MEM,Portland Trail Blazers,L,100,105,19,12,L 1
1187,MEM,Oklahoma City Thunder,L,99,102,19,13,L 2
1188,MEM,Golden State Warriors,L,104,113,19,14,L 3
1189,MEM,Sacramento Kings,W,127,102,20,14,W 1
1190,MEM,Phoenix Suns,W,114,113,21,14,W 2
1191,MEM,Los Angeles Lakers,W,104,99,22,14,W 3
1192,MEM,San Antonio Spurs,W,118,105,23,14,W 4
1193,MEM,Brooklyn Nets,W,118,104,24,14,W 5
1194,MEM,Cleveland Cavaliers,W,110,106,25,14,W 6
1195,MEM,Detroit Pistons,W,118,88,26,14,W 7
1196,MEM,Los Angeles Clippers,W,123,108,27,14,W 8
1197,MEM,Los Angeles Lakers,W,127,119,28,14,W 9
1198,MEM,Golden State Warriors,W,116,108,29,14,W 10
1199,MEM,Minnesota Timberwolves,W,116,108,30,14,W 11
1200,MEM,Dallas Mavericks,L,85,112,30,15,L 1
1201,MEM,Chicago Bulls,W,119,106,31,15,W 1
1202,MEM,Milwaukee Bucks,L,114,126,31,16,L 1
1203,MEM,Denver Nuggets,W,122,118,32,16,W 1
1204,MEM,Dallas Mavericks,L,91,104,32,17,L 1
1205,MEM,San Antonio Spurs,W,118,110,33,17,W 1
1206,MEM,Utah Jazz,W,119,109,34,17,W 2
1207,MEM,Washington Wizards,W,115,95,35,17,W 3
1208,MEM,Philadelphia 76ers,L,119,122,35,18,L 1
1209,MEM,New York Knicks,W,120,108,36,18,W 1
1210,MEM,Orlando Magic,W,135,115,37,18,W 2
1211,MEM,Los Angeles Clippers,W,135,109,38,18,W 3
1212,MEM,Detroit Pistons,W,132,107,39,18,W 4
1213,MEM,Charlotte Hornets,W,125,118,40,18,W 5
1214,MEM,New Orleans Pelicans,W,121,109,41,18,W 6
1215,MEM,Portland Trail Blazers,L,119,123,41,19,L 1
1216,MEM,Minnesota Timberwolves,L,114,119,41,20,L 2
1217,MEM,Chicago Bulls,W,116,110,42,20,W 1
1218,MEM,San Antonio Spurs,W,118,105,43,20,W 2
1219,MEM,Boston Celtics,L,107,120,43,21,L 1
1220,MEM,Orlando Magic,W,124,96,44,21,W 1
1221,MEM,Houston Rockets,L,112,123,44,22,L 1
1222,MEM,New Orleans Pelicans,W,132,111,45,22,W 1
1223,MEM,New York Knicks,W,118,114,46,22,W 2
1224,MEM,Oklahoma City Thunder,W,125,118,47,22,W 3
1225,MEM,Indiana Pacers,W,135,102,48,22,W 4
1226,MEM,Atlanta Hawks,L,105,120,48,23,L 1
1227,MEM,Houston Rockets,W,122,98,49,23,W 1
1228,MEM,Brooklyn Nets,W,132,120,50,23,W 2
1229,MEM,Indiana Pacers,W,133,103,51,23,W 3
1230,MEM,Milwaukee Bucks,W,127,102,52,23,W 4
1231,MEM,Golden State Warriors,W,123,95,53,23,W 5
1232,MEM,San Antonio Spurs,W,112,111,54,23,W 6
1233,MEM,Phoenix Suns,W,122,114,55,23,W 7
1234,MEM,Utah Jazz,L,115,121,55,24,L 1
1235,MEM,Denver Nuggets,L,109,122,55,25,L 2
1236,MEM,New Orleans Pelicans,W,141,114,56,25,W 1
1237,MEM,Boston Celtics,L,110,139,56,26,L 1
1238,MIA,Milwaukee Bucks,W,137,95,1,0,W 1
1239,MIA,Indiana Pacers,L,91,102,1,1,L 1
1240,MIA,Orlando Magic,W,107,90,2,1,W 1
1241,MIA,Brooklyn Nets,W,106,93,3,1,W 2
1242,MIA,Charlotte Hornets,W,114,99,4,1,W 3
1243,MIA,Memphis Grizzlies,W,129,103,5,1,W 4
1244,MIA,Dallas Mavericks,W,125,110,6,1,W 5
1245,MIA,Boston Celtics,L,78,95,6,2,L 1
1246,MIA,Utah Jazz,W,118,115,7,2,W 1
1247,MIA,Denver Nuggets,L,96,113,7,3,L 1
1248,MIA,Los Angeles Lakers,L,117,120,7,4,L 2
1249,MIA,Los Angeles Clippers,L,109,112,7,5,L 3
1250,MIA,Utah Jazz,W,111,105,8,5,W 1
1251,MIA,Oklahoma City Thunder,W,103,90,9,5,W 2
1252,MIA,New Orleans Pelicans,W,113,98,10,5,W 3
1253,MIA,Washington Wizards,W,112,97,11,5,W 4
1254,MIA,Washington Wizards,L,100,103,11,6,L 1
1255,MIA,Detroit Pistons,W,100,92,12,6,W 1
1256,MIA,Minnesota Timberwolves,L,101,113,12,7,L 1
1257,MIA,Chicago Bulls,W,107,104,13,7,W 1
1258,MIA,Denver Nuggets,L,111,120,13,8,L 1
1259,MIA,Cleveland Cavaliers,L,85,111,13,9,L 2
1260,MIA,Indiana Pacers,W,113,104,14,9,W 1
1261,MIA,Milwaukee Bucks,L,102,124,14,10,L 1
1262,MIA,Memphis Grizzlies,L,90,105,14,11,L 2
1263,MIA,Milwaukee Bucks,W,113,104,15,11,W 1
1264,MIA,Chicago Bulls,W,118,92,16,11,W 2
1265,MIA,Cleveland Cavaliers,L,94,105,16,12,L 1
1266,MIA,Philadelphia 76ers,W,101,96,17,12,W 1
1267,MIA,Orlando Magic,W,115,105,18,12,W 2
1268,MIA,Detroit Pistons,L,90,100,18,13,L 1
1269,MIA,Indiana Pacers,W,125,96,19,13,W 1
1270,MIA,Detroit Pistons,W,115,112,20,13,W 2
1271,MIA,Orlando Magic,W,93,83,21,13,W 3
1272,MIA,Washington Wizards,W,119,112,22,13,W 4
1273,MIA,Houston Rockets,W,120,110,23,13,W 5
1274,MIA,Sacramento Kings,L,113,115,23,14,L 1
1275,MIA,Golden State Warriors,L,108,115,23,15,L 2
1276,MIA,Portland Trail Blazers,W,115,109,24,15,W 1
1277,MIA,Phoenix Suns,W,123,100,25,15,W 2
1278,MIA,Atlanta Hawks,W,115,91,26,15,W 3
1279,MIA,Atlanta Hawks,W,124,118,27,15,W 4
1280,MIA,Philadelphia 76ers,L,98,109,27,16,L 1
1281,MIA,Toronto Raptors,W,104,99,28,16,W 1
1282,MIA,Portland Trail Blazers,W,104,92,29,16,W 2
1283,MIA,Atlanta Hawks,L,108,110,29,17,L 1
1284,MIA,Los Angeles Lakers,W,113,107,30,17,W 1
1285,MIA,New York Knicks,W,110,96,31,17,W 2
1286,MIA,Los Angeles Clippers,W,121,114,32,17,W 3
1287,MIA,Toronto Raptors,L,120,124,32,18,L 1
1288,MIA,Boston Celtics,L,92,122,32,19,L 2
1289,MIA,Toronto Raptors,L,106,110,32,20,L 3
1290,MIA,San Antonio Spurs,W,112,95,33,20,W 1
1291,MIA,Charlotte Hornets,W,104,86,34,20,W 2
1292,MIA,Washington Wizards,W,121,100,35,20,W 3
1293,MIA,New Orleans Pelicans,W,112,97,36,20,W 4
1294,MIA,Brooklyn Nets,W,115,111,37,20,W 5
1295,MIA,Dallas Mavericks,L,99,107,37,21,L 1
1296,MIA,Charlotte Hornets,W,111,107,38,21,W 1
1297,MIA,New York Knicks,W,115,100,39,21,W 2
1298,MIA,San Antonio Spurs,W,133,129,40,21,W 3
1299,MIA,Chicago Bulls,W,112,99,41,21,W 4
1300,MIA,Milwaukee Bucks,L,119,120,41,22,L 1
1301,MIA,Brooklyn Nets,W,113,107,42,22,W 1
1302,MIA,Philadelphia 76ers,W,99,82,43,22,W 2
1303,MIA,Houston Rockets,W,123,106,44,22,W 3
1304,MIA,Phoenix Suns,L,90,111,44,23,L 1
1305,MIA,Cleveland Cavaliers,W,117,105,45,23,W 1
1306,MIA,Minnesota Timberwolves,L,104,113,45,24,L 1
1307,MIA,Detroit Pistons,W,105,98,46,24,W 1
1308,MIA,Oklahoma City Thunder,W,120,108,47,24,W 2
1309,MIA,Philadelphia 76ers,L,106,113,47,25,L 1
1310,MIA,Golden State Warriors,L,104,118,47,26,L 2
1311,MIA,New York Knicks,L,103,111,47,27,L 3
1312,MIA,Brooklyn Nets,L,95,110,47,28,L 4
1313,MIA,Sacramento Kings,W,123,100,48,28,W 1
1314,MIA,Boston Celtics,W,106,98,49,28,W 2
1315,MIA,Chicago Bulls,W,127,109,50,28,W 3
1316,MIA,Toronto Raptors,W,114,109,51,28,W 4
1317,MIA,Charlotte Hornets,W,144,115,52,28,W 5
1318,MIA,Atlanta Hawks,W,113,109,53,28,W 6
1319,MIA,Orlando Magic,L,111,125,53,29,L 1
1320,MIL,Brooklyn Nets,W,127,104,1,0,W 1
1321,MIL,Miami Heat,L,95,137,1,1,L 1
1322,MIL,San Antonio Spurs,W,121,111,2,1,W 1
1323,MIL,Indiana Pacers,W,119,109,3,1,W 2
1324,MIL,Minnesota Timberwolves,L,108,113,3,2,L 1
1325,MIL,San Antonio Spurs,L,93,102,3,3,L 2
1326,MIL,Utah Jazz,L,95,107,3,4,L 3
1327,MIL,Detroit Pistons,W,117,89,4,4,W 1
1328,MIL,New York Knicks,L,98,113,4,5,L 1
1329,MIL,Washington Wizards,L,94,101,4,6,L 2
1330,MIL,Philadelphia 76ers,W,118,109,5,6,W 1
1331,MIL,New York Knicks,W,112,100,6,6,W 2
1332,MIL,Boston Celtics,L,113,122,6,7,L 1
1333,MIL,Atlanta Hawks,L,100,120,6,8,L 2
1334,MIL,Los Angeles Lakers,W,109,102,7,8,W 1
1335,MIL,Oklahoma City Thunder,W,96,89,8,8,W 2
1336,MIL,Orlando Magic,W,117,108,9,8,W 3
1337,MIL,Orlando Magic,W,123,92,10,8,W 4
1338,MIL,Detroit Pistons,W,114,93,11,8,W 5
1339,MIL,Denver Nuggets,W,120,109,12,8,W 6
1340,MIL,Indiana Pacers,W,118,100,13,8,W 7
1341,MIL,Charlotte Hornets,W,127,125,14,8,W 8
1342,MIL,Toronto Raptors,L,93,97,14,9,L 1
1343,MIL,Miami Heat,W,124,102,15,9,W 1
1344,MIL,Cleveland Cavaliers,W,112,104,16,9,W 2
1345,MIL,Miami Heat,L,104,113,16,10,L 1
1346,MIL,Houston Rockets,W,123,114,17,10,W 1
1347,MIL,New York Knicks,W,112,97,18,10,W 2
1348,MIL,Boston Celtics,L,103,117,18,11,L 1
1349,MIL,Indiana Pacers,W,114,99,19,11,W 1
1350,MIL,New Orleans Pelicans,L,112,116,19,12,L 1
1351,MIL,Cleveland Cavaliers,L,90,119,19,13,L 2
1352,MIL,Houston Rockets,W,126,106,20,13,W 1
1353,MIL,Dallas Mavericks,W,102,95,21,13,W 2
1354,MIL,Boston Celtics,W,117,113,22,13,W 3
1355,MIL,Orlando Magic,W,127,110,23,13,W 4
1356,MIL,Orlando Magic,W,136,118,24,13,W 5
1357,MIL,New Orleans Pelicans,W,136,113,25,13,W 6
1358,MIL,Detroit Pistons,L,106,115,25,14,L 1
1359,MIL,Toronto Raptors,L,111,117,25,15,L 2
1360,MIL,Brooklyn Nets,W,121,109,26,15,W 1
1361,MIL,Charlotte Hornets,L,106,114,26,16,L 1
1362,MIL,Charlotte Hornets,L,99,103,26,17,L 2
1363,MIL,Golden State Warriors,W,118,99,27,17,W 1
1364,MIL,Toronto Raptors,L,96,103,27,18,L 1
1365,MIL,Atlanta Hawks,L,114,121,27,19,L 2
1366,MIL,Memphis Grizzlies,W,126,114,28,19,W 1
1367,MIL,Chicago Bulls,W,94,90,29,19,W 2
1368,MIL,Sacramento Kings,W,133,127,30,19,W 3
1369,MIL,Cleveland Cavaliers,L,99,115,30,20,L 1
1370,MIL,New York Knicks,W,123,108,31,20,W 1
1371,MIL,Denver Nuggets,L,100,136,31,21,L 1
1372,MIL,Washington Wizards,W,112,98,32,21,W 1
1373,MIL,Portland Trail Blazers,W,137,108,33,21,W 2
1374,MIL,Los Angeles Clippers,W,137,113,34,21,W 3
1375,MIL,Los Angeles Lakers,W,131,116,35,21,W 4
1376,MIL,Phoenix Suns,L,107,131,35,22,L 1
1377,MIL,Portland Trail Blazers,L,107,122,35,23,L 2
1378,MIL,Indiana Pacers,W,128,119,36,23,W 1
1379,MIL,Philadelphia 76ers,L,120,123,36,24,L 1
1380,MIL,Brooklyn Nets,L,123,126,36,25,L 2
1381,MIL,Charlotte Hornets,W,130,106,37,25,W 1
1382,MIL,Miami Heat,W,120,119,38,25,W 2
1383,MIL,Chicago Bulls,W,118,112,39,25,W 3
1384,MIL,Phoenix Suns,W,132,122,40,25,W 4
1385,MIL,Oklahoma City Thunder,W,142,115,41,25,W 5
1386,MIL,Atlanta Hawks,W,124,115,42,25,W 6
1387,MIL,Golden State Warriors,L,109,122,42,26,L 1
1388,MIL,Utah Jazz,W,117,111,43,26,W 1
1389,MIL,Sacramento Kings,W,135,126,44,26,W 2
1390,MIL,Minnesota Timberwolves,L,119,138,44,27,L 1
1391,MIL,Chicago Bulls,W,126,98,45,27,W 1
1392,MIL,Washington Wizards,W,114,102,46,27,W 2
1393,MIL,Memphis Grizzlies,L,102,127,46,28,L 1
1394,MIL,Philadelphia 76ers,W,118,116,47,28,W 1
1395,MIL,Brooklyn Nets,W,120,119,48,28,W 2
1396,MIL,Los Angeles Clippers,L,119,153,48,29,L 1
1397,MIL,Dallas Mavericks,L,112,118,48,30,L 2
1398,MIL,Chicago Bulls,W,127,106,49,30,W 1
1399,MIL,Boston Celtics,W,127,121,50,30,W 2
1400,MIL,Detroit Pistons,W,131,101,51,30,W 3
1401,MIL,Cleveland Cavaliers,L,115,133,51,31,L 1
1402,MIN,Houston Rockets,W,124,106,1,0,W 1
1403,MIN,New Orleans Pelicans,W,96,89,2,0,W 2
1404,MIN,New Orleans Pelicans,L,98,107,2,1,L 1
